files,language,blank,comment,code,"github.com/AlDanial/cloc v 2.06  T=0.30 s (177.2 files/s 10627.1 lines/s)"
32,Java,438,91,1453
11,XML,0,0,539
1,Bourne Shell,32,52,211
1,DOS Batch,24,0,165
1,Maven,8,0,120
4,Text,0,0,16
2,Properties,5,0,15
1,CSV,0,0,9
53,SUM,507,143,2528
